date,store_nbr,item_nbr,family,sales,onpromotion
2019-12-18,1,ITEM_009,DAIRY,197.55,0
2019-12-19,1,ITEM_009,DAIRY,220.11,0
2019-12-20,1,ITEM_009,DAIRY,306.39,0
2019-12-21,1,ITEM_009,DAIRY,413.18,1
2019-12-22,1,ITEM_009,DAIRY,370.22,0
2019-12-23,1,ITEM_009,DAIRY,308.37,0
2019-12-24,1,ITEM_009,DAIRY,311.07,0
2019-12-25,1,ITEM_009,DAIRY,251.65,0
2019-12-26,1,ITEM_009,DAIRY,309.48,0
2019-12-27,1,ITEM_009,DAIRY,313.03,0
2019-12-28,1,ITEM_009,DAIRY,430.67,0
2019-12-29,1,ITEM_009,DAIRY,356.11,0
2019-12-30,1,ITEM_009,DAIRY,314.45,0
2019-12-31,1,ITEM_009,DAIRY,270.19,0
2020-01-01,1,ITEM_009,DAIRY,243.54,0
2020-01-02,1,ITEM_009,DAIRY,209.1,0
2020-01-03,1,ITEM_009,DAIRY,315.98,0
2020-01-04,1,ITEM_009,DAIRY,317.78,1
2020-01-05,1,ITEM_009,DAIRY,205.22,0
2020-01-06,1,ITEM_009,DAIRY,224.99,0
2020-01-07,1,ITEM_009,DAIRY,205.67,0
2020-01-08,1,ITEM_009,DAIRY,246.44,1
2020-01-09,1,ITEM_009,DAIRY,204.4,0
2020-01-10,1,ITEM_009,DAIRY,200.9,0
2020-01-11,1,ITEM_009,DAIRY,259.81,0
2020-01-12,1,ITEM_009,DAIRY,258.22,0
2020-01-13,1,ITEM_009,DAIRY,265.83,1
2020-01-14,1,ITEM_009,DAIRY,206.18,0
2020-01-15,1,ITEM_009,DAIRY,267.33,1
2020-01-16,1,ITEM_009,DAIRY,195.94,0
2020-01-17,1,ITEM_009,DAIRY,173.04,0
2020-01-18,1,ITEM_009,DAIRY,361.16,1
2020-01-19,1,ITEM_009,DAIRY,287.92,0
2020-01-20,1,ITEM_009,DAIRY,232.47,0
2020-01-21,1,ITEM_009,DAIRY,213.69,0
2020-01-22,1,ITEM_009,DAIRY,225.81,0
2020-01-23,1,ITEM_009,DAIRY,259.03,0
2020-01-24,1,ITEM_009,DAIRY,210.37,0
2020-01-25,1,ITEM_009,DAIRY,326.59,0
2020-01-26,1,ITEM_009,DAIRY,409.32,1
2020-01-27,1,ITEM_009,DAIRY,186.72,0
2020-01-28,1,ITEM_009,DAIRY,206.18,0
2020-01-29,1,ITEM_009,DAIRY,289.88,1
2020-01-30,1,ITEM_009,DAIRY,213.9,0
2020-01-31,1,ITEM_009,DAIRY,266.32,0
2020-02-01,1,ITEM_009,DAIRY,303.89,0
2020-02-02,1,ITEM_009,DAIRY,346.05,0
2020-02-03,1,ITEM_009,DAIRY,305.61,1
2020-02-04,1,ITEM_009,DAIRY,318.77,1
2020-02-05,1,ITEM_009,DAIRY,235.21,0
2020-02-06,1,ITEM_009,DAIRY,231.16,0
2020-02-07,1,ITEM_009,DAIRY,305.26,1
2020-02-08,1,ITEM_009,DAIRY,465.68,1
2020-02-09,1,ITEM_009,DAIRY,359.65,1
2020-02-10,1,ITEM_009,DAIRY,206.2,0
2020-02-11,1,ITEM_009,DAIRY,300.86,1
2020-02-12,1,ITEM_009,DAIRY,220.42,0
2020-02-13,1,ITEM_009,DAIRY,252.89,0
2020-02-14,1,ITEM_009,DAIRY,236.16,0
2020-02-15,1,ITEM_009,DAIRY,298.07,0
2020-02-16,1,ITEM_009,DAIRY,315.44,0
2020-02-17,1,ITEM_009,DAIRY,245.03,0
2020-02-18,1,ITEM_009,DAIRY,253.31,0
2020-02-19,1,ITEM_009,DAIRY,244.88,0
2020-02-20,1,ITEM_009,DAIRY,256.83,0
2020-02-21,1,ITEM_009,DAIRY,342.86,1
2020-02-22,1,ITEM_009,DAIRY,295.71,0
2020-02-23,1,ITEM_009,DAIRY,388.79,1
2020-02-24,1,ITEM_009,DAIRY,197.71,0
2020-02-25,1,ITEM_009,DAIRY,187.46,0
2020-02-26,1,ITEM_009,DAIRY,308.06,1
2020-02-27,1,ITEM_009,DAIRY,213.49,0
2020-02-28,1,ITEM_009,DAIRY,348.14,1
2020-02-29,1,ITEM_009,DAIRY,304.68,0
2020-03-01,1,ITEM_009,DAIRY,379.69,1
2020-03-02,1,ITEM_009,DAIRY,234.01,0
2020-03-03,1,ITEM_009,DAIRY,249.01,0
2020-03-04,1,ITEM_009,DAIRY,233.14,0
2020-03-05,1,ITEM_009,DAIRY,320.09,1
2020-03-06,1,ITEM_009,DAIRY,289.93,0
2020-03-07,1,ITEM_009,DAIRY,370.18,0
2020-03-08,1,ITEM_009,DAIRY,410.11,0
2020-03-09,1,ITEM_009,DAIRY,269.99,0
2020-03-10,1,ITEM_009,DAIRY,223.46,0
2020-03-11,1,ITEM_009,DAIRY,331.16,1
2020-03-12,1,ITEM_009,DAIRY,244.03,0
2020-03-13,1,ITEM_009,DAIRY,266.37,0
2020-03-14,1,ITEM_009,DAIRY,367.86,0
2020-03-15,1,ITEM_009,DAIRY,367.85,0
2020-03-16,1,ITEM_009,DAIRY,233.59,0
2020-03-17,1,ITEM_009,DAIRY,232.79,0
2020-03-18,1,ITEM_009,DAIRY,247.57,0
2020-03-19,1,ITEM_009,DAIRY,287.3,0
2020-03-20,1,ITEM_009,DAIRY,241.15,0
2020-03-21,1,ITEM_009,DAIRY,369.01,0
2020-03-22,1,ITEM_009,DAIRY,301.79,0
2020-03-23,1,ITEM_009,DAIRY,288.2,0
2020-03-24,1,ITEM_009,DAIRY,227.93,0
2020-03-25,1,ITEM_009,DAIRY,299.51,0
2020-03-26,1,ITEM_009,DAIRY,275.19,0
2020-03-27,1,ITEM_009,DAIRY,273.05,0
2020-03-28,1,ITEM_009,DAIRY,391.03,1
2020-03-29,1,ITEM_009,DAIRY,334.85,0
2020-03-30,1,ITEM_009,DAIRY,282.83,0
2020-03-31,1,ITEM_009,DAIRY,240.48,0
2020-04-01,1,ITEM_009,DAIRY,253.45,0
2020-04-02,1,ITEM_009,DAIRY,229.22,0
2020-04-03,1,ITEM_009,DAIRY,205.24,0
2020-04-04,1,ITEM_009,DAIRY,349.02,0
2020-04-05,1,ITEM_009,DAIRY,400.48,1
2020-04-06,1,ITEM_009,DAIRY,230.43,0
2020-04-07,1,ITEM_009,DAIRY,277.09,0
2020-04-08,1,ITEM_009,DAIRY,239.03,0
2020-04-09,1,ITEM_009,DAIRY,246.76,0
2020-04-10,1,ITEM_009,DAIRY,294.96,0
2020-04-11,1,ITEM_009,DAIRY,509.32,1
2020-04-12,1,ITEM_009,DAIRY,317.75,0
2020-04-13,1,ITEM_009,DAIRY,265.46,0
2020-04-14,1,ITEM_009,DAIRY,259.89,0
2020-04-15,1,ITEM_009,DAIRY,273.02,0
2020-04-16,1,ITEM_009,DAIRY,264.87,0
2020-04-17,1,ITEM_009,DAIRY,297.26,0
2020-04-18,1,ITEM_009,DAIRY,311.92,0
2020-04-19,1,ITEM_009,DAIRY,348.99,0
2020-04-20,1,ITEM_009,DAIRY,227.45,0
2020-04-21,1,ITEM_009,DAIRY,319.78,1
2020-04-22,1,ITEM_009,DAIRY,323.5,1
2020-04-23,1,ITEM_009,DAIRY,302.66,0
2020-04-24,1,ITEM_009,DAIRY,236.1,0
2020-04-25,1,ITEM_009,DAIRY,332.04,0
2020-04-26,1,ITEM_009,DAIRY,368.33,0
2020-04-27,1,ITEM_009,DAIRY,209.65,0
2020-04-28,1,ITEM_009,DAIRY,251.96,0
2020-04-29,1,ITEM_009,DAIRY,280.99,0
2020-04-30,1,ITEM_009,DAIRY,265.11,1
2020-05-01,1,ITEM_009,DAIRY,218.46,0
2020-05-02,1,ITEM_009,DAIRY,310.38,0
2020-05-03,1,ITEM_009,DAIRY,370.43,0
2020-05-04,1,ITEM_009,DAIRY,274.38,0
2020-05-05,1,ITEM_009,DAIRY,270.23,0
2020-05-06,1,ITEM_009,DAIRY,223.22,0
2020-05-07,1,ITEM_009,DAIRY,247.35,1
2020-05-08,1,ITEM_009,DAIRY,229.06,0
2020-05-09,1,ITEM_009,DAIRY,325.29,0
2020-05-10,1,ITEM_009,DAIRY,349.93,0
2020-05-11,1,ITEM_009,DAIRY,242.77,0
2020-05-12,1,ITEM_009,DAIRY,280.87,0
2020-05-13,1,ITEM_009,DAIRY,253.25,0
2020-05-14,1,ITEM_009,DAIRY,254.29,0
2020-05-15,1,ITEM_009,DAIRY,211.59,0
2020-05-16,1,ITEM_009,DAIRY,322.24,0
2020-05-17,1,ITEM_009,DAIRY,317.92,0
2020-05-18,1,ITEM_009,DAIRY,258.16,0
2020-05-19,1,ITEM_009,DAIRY,243.27,0
2020-05-20,1,ITEM_009,DAIRY,245.4,0
2020-05-21,1,ITEM_009,DAIRY,231.16,0
2020-05-22,1,ITEM_009,DAIRY,271.52,0
2020-05-23,1,ITEM_009,DAIRY,299.75,0
2020-05-24,1,ITEM_009,DAIRY,342.53,0
2020-05-25,1,ITEM_009,DAIRY,267.87,0
2020-05-26,1,ITEM_009,DAIRY,241.19,0
2020-05-27,1,ITEM_009,DAIRY,228.34,0
2020-05-28,1,ITEM_009,DAIRY,223.52,0
2020-05-29,1,ITEM_009,DAIRY,221.13,0
2020-05-30,1,ITEM_009,DAIRY,287.9,0
2020-05-31,1,ITEM_009,DAIRY,290.86,0
2020-06-01,1,ITEM_009,DAIRY,225.75,0
2020-06-02,1,ITEM_009,DAIRY,199.93,0
2020-06-03,1,ITEM_009,DAIRY,362.88,1
2020-06-04,1,ITEM_009,DAIRY,269.12,1
2020-06-05,1,ITEM_009,DAIRY,282.5,1
2020-06-06,1,ITEM_009,DAIRY,362.54,0
2020-06-07,1,ITEM_009,DAIRY,238.01,0
2020-06-08,1,ITEM_009,DAIRY,338.77,1
2020-06-09,1,ITEM_009,DAIRY,263.59,0
2020-06-10,1,ITEM_009,DAIRY,238.84,0
2020-06-11,1,ITEM_009,DAIRY,237.2,0
2020-06-12,1,ITEM_009,DAIRY,228.23,0
2020-06-13,1,ITEM_009,DAIRY,354.34,1
2020-06-14,1,ITEM_009,DAIRY,270.83,0
2020-06-15,1,ITEM_009,DAIRY,282.16,0
2020-06-16,1,ITEM_009,DAIRY,221.65,0
2020-06-17,1,ITEM_009,DAIRY,214.07,0
2020-06-18,1,ITEM_009,DAIRY,222.21,0
2020-06-19,1,ITEM_009,DAIRY,213.55,0
2020-06-20,1,ITEM_009,DAIRY,280.47,0
2020-06-21,1,ITEM_009,DAIRY,260.92,0
2020-06-22,1,ITEM_009,DAIRY,253.74,0
2020-06-23,1,ITEM_009,DAIRY,225.35,0
2020-06-24,1,ITEM_009,DAIRY,238.21,0
2020-06-25,1,ITEM_009,DAIRY,208.99,0
2020-06-26,1,ITEM_009,DAIRY,176.96,0
2020-06-27,1,ITEM_009,DAIRY,273.77,0
2020-06-28,1,ITEM_009,DAIRY,251.4,0
2020-06-29,1,ITEM_009,DAIRY,241.19,0
2020-06-30,1,ITEM_009,DAIRY,220.26,0
2020-07-01,1,ITEM_009,DAIRY,158.3,0
2020-07-02,1,ITEM_009,DAIRY,190.61,0
2020-07-03,1,ITEM_009,DAIRY,178.93,0
2020-07-04,1,ITEM_009,DAIRY,229.83,0
2020-07-05,1,ITEM_009,DAIRY,288.41,0
2020-07-06,1,ITEM_009,DAIRY,230.16,1
2020-07-07,1,ITEM_009,DAIRY,222.64,1
2020-07-08,1,ITEM_009,DAIRY,299.93,1
2020-07-09,1,ITEM_009,DAIRY,195.06,0
2020-07-10,1,ITEM_009,DAIRY,170.24,0
2020-07-11,1,ITEM_009,DAIRY,233.78,0
2020-07-12,1,ITEM_009,DAIRY,248.59,0
2020-07-13,1,ITEM_009,DAIRY,204.27,0
2020-07-14,1,ITEM_009,DAIRY,236.09,1
2020-07-15,1,ITEM_009,DAIRY,212.16,1
2020-07-16,1,ITEM_009,DAIRY,221.15,0
2020-07-17,1,ITEM_009,DAIRY,203.01,1
2020-07-18,1,ITEM_009,DAIRY,293.46,1
2020-07-19,1,ITEM_009,DAIRY,207.06,0
2020-07-20,1,ITEM_009,DAIRY,150.65,0
2020-07-21,1,ITEM_009,DAIRY,170.68,0
2020-07-22,1,ITEM_009,DAIRY,182.28,0
2020-07-23,1,ITEM_009,DAIRY,215.82,1
2020-07-24,1,ITEM_009,DAIRY,209.36,1
2020-07-25,1,ITEM_009,DAIRY,238.54,0
2020-07-26,1,ITEM_009,DAIRY,258.89,0
2020-07-27,1,ITEM_009,DAIRY,193.06,0
2020-07-28,1,ITEM_009,DAIRY,199.94,0
2020-07-29,1,ITEM_009,DAIRY,163.44,0
2020-07-30,1,ITEM_009,DAIRY,184.13,1
2020-07-31,1,ITEM_009,DAIRY,164.18,0
2020-08-01,1,ITEM_009,DAIRY,249.27,1
2020-08-02,1,ITEM_009,DAIRY,219.17,0
2020-08-03,1,ITEM_009,DAIRY,165.89,0
2020-08-04,1,ITEM_009,DAIRY,257.84,1
2020-08-05,1,ITEM_009,DAIRY,142.89,0
2020-08-06,1,ITEM_009,DAIRY,152.45,0
2020-08-07,1,ITEM_009,DAIRY,123.16,0
2020-08-08,1,ITEM_009,DAIRY,219.97,0
2020-08-09,1,ITEM_009,DAIRY,192.93,0
2020-08-10,1,ITEM_009,DAIRY,180.35,0
2020-08-11,1,ITEM_009,DAIRY,167.31,0
2020-08-12,1,ITEM_009,DAIRY,174.65,1
2020-08-13,1,ITEM_009,DAIRY,166.93,0
2020-08-14,1,ITEM_009,DAIRY,190.24,0
2020-08-15,1,ITEM_009,DAIRY,226.82,0
2020-08-16,1,ITEM_009,DAIRY,265.8,1
2020-08-17,1,ITEM_009,DAIRY,140.09,0
2020-08-18,1,ITEM_009,DAIRY,132.41,0
2020-08-19,1,ITEM_009,DAIRY,157.34,0
2020-08-20,1,ITEM_009,DAIRY,157.78,0
2020-08-21,1,ITEM_009,DAIRY,182.32,1
2020-08-22,1,ITEM_009,DAIRY,169.39,0
2020-08-23,1,ITEM_009,DAIRY,195.67,0
2020-08-24,1,ITEM_009,DAIRY,163.67,0
2020-08-25,1,ITEM_009,DAIRY,124.24,0
2020-08-26,1,ITEM_009,DAIRY,171.23,0
2020-08-27,1,ITEM_009,DAIRY,141.77,0
2020-08-28,1,ITEM_009,DAIRY,176.72,1
2020-08-29,1,ITEM_009,DAIRY,274.58,1
2020-08-30,1,ITEM_009,DAIRY,193.86,0
2020-08-31,1,ITEM_009,DAIRY,146.77,0
2020-09-01,1,ITEM_009,DAIRY,146.09,0
2020-09-02,1,ITEM_009,DAIRY,233.0,1
2020-09-03,1,ITEM_009,DAIRY,159.83,0
2020-09-04,1,ITEM_009,DAIRY,152.16,0
2020-09-05,1,ITEM_009,DAIRY,177.51,0
2020-09-06,1,ITEM_009,DAIRY,259.54,1
2020-09-07,1,ITEM_009,DAIRY,164.1,0
2020-09-08,1,ITEM_009,DAIRY,149.35,0
2020-09-09,1,ITEM_009,DAIRY,179.58,1
2020-09-10,1,ITEM_009,DAIRY,132.94,0
2020-09-11,1,ITEM_009,DAIRY,136.3,0
2020-09-12,1,ITEM_009,DAIRY,199.41,0
2020-09-13,1,ITEM_009,DAIRY,218.08,0
2020-09-14,1,ITEM_009,DAIRY,183.43,0
2020-09-15,1,ITEM_009,DAIRY,146.2,0
2020-09-16,1,ITEM_009,DAIRY,164.63,0
2020-09-17,1,ITEM_009,DAIRY,207.7,1
2020-09-18,1,ITEM_009,DAIRY,154.8,0
2020-09-19,1,ITEM_009,DAIRY,153.76,0
2020-09-20,1,ITEM_009,DAIRY,228.44,1
2020-09-21,1,ITEM_009,DAIRY,209.78,1
2020-09-22,1,ITEM_009,DAIRY,150.25,0
2020-09-23,1,ITEM_009,DAIRY,174.79,1
2020-09-24,1,ITEM_009,DAIRY,133.75,0
2020-09-25,1,ITEM_009,DAIRY,125.48,0
2020-09-26,1,ITEM_009,DAIRY,186.32,0
2020-09-27,1,ITEM_009,DAIRY,243.72,1
2020-09-28,1,ITEM_009,DAIRY,128.93,0
2020-09-29,1,ITEM_009,DAIRY,156.41,1
2020-09-30,1,ITEM_009,DAIRY,179.1,0
2020-10-01,1,ITEM_009,DAIRY,154.51,0
2020-10-02,1,ITEM_009,DAIRY,169.19,1
2020-10-03,1,ITEM_009,DAIRY,210.62,0
2020-10-04,1,ITEM_009,DAIRY,163.09,0
2020-10-05,1,ITEM_009,DAIRY,153.02,1
2020-10-06,1,ITEM_009,DAIRY,142.68,0
2020-10-07,1,ITEM_009,DAIRY,178.61,0
2020-10-08,1,ITEM_009,DAIRY,134.9,0
2020-10-09,1,ITEM_009,DAIRY,156.01,0
2020-10-10,1,ITEM_009,DAIRY,180.77,0
2020-10-11,1,ITEM_009,DAIRY,227.41,1
2020-10-12,1,ITEM_009,DAIRY,130.92,0
2020-10-13,1,ITEM_009,DAIRY,158.95,0
2020-10-14,1,ITEM_009,DAIRY,142.04,0
2020-10-15,1,ITEM_009,DAIRY,138.25,0
2020-10-16,1,ITEM_009,DAIRY,156.17,0
2020-10-17,1,ITEM_009,DAIRY,131.37,0
2020-10-18,1,ITEM_009,DAIRY,177.68,0
2020-10-19,1,ITEM_009,DAIRY,126.59,0
2020-10-20,1,ITEM_009,DAIRY,131.08,0
2020-10-21,1,ITEM_009,DAIRY,131.72,0
2020-10-22,1,ITEM_009,DAIRY,132.62,0
2020-10-23,1,ITEM_009,DAIRY,130.89,0
2020-10-24,1,ITEM_009,DAIRY,241.3,0
2020-10-25,1,ITEM_009,DAIRY,256.68,1
2020-10-26,1,ITEM_009,DAIRY,176.94,0
2020-10-27,1,ITEM_009,DAIRY,174.23,1
2020-10-28,1,ITEM_009,DAIRY,139.94,0
2020-10-29,1,ITEM_009,DAIRY,174.12,0
2020-10-30,1,ITEM_009,DAIRY,175.62,1
2020-10-31,1,ITEM_009,DAIRY,221.17,0
2020-11-01,1,ITEM_009,DAIRY,175.69,0
2020-11-02,1,ITEM_009,DAIRY,147.16,0
2020-11-03,1,ITEM_009,DAIRY,182.2,0
2020-11-04,1,ITEM_009,DAIRY,160.58,0
2020-11-05,1,ITEM_009,DAIRY,143.68,0
2020-11-06,1,ITEM_009,DAIRY,124.24,0
2020-11-07,1,ITEM_009,DAIRY,255.49,0
2020-11-08,1,ITEM_009,DAIRY,259.18,1
2020-11-09,1,ITEM_009,DAIRY,170.67,1
2020-11-10,1,ITEM_009,DAIRY,214.6,1
2020-11-11,1,ITEM_009,DAIRY,166.91,0
2020-11-12,1,ITEM_009,DAIRY,140.1,0
2020-11-13,1,ITEM_009,DAIRY,178.73,0
2020-11-14,1,ITEM_009,DAIRY,224.36,0
2020-11-15,1,ITEM_009,DAIRY,189.18,0
2020-11-16,1,ITEM_009,DAIRY,225.89,1
2020-11-17,1,ITEM_009,DAIRY,176.03,0
2020-11-18,1,ITEM_009,DAIRY,224.67,1
2020-11-19,1,ITEM_009,DAIRY,123.27,0
2020-11-20,1,ITEM_009,DAIRY,167.42,0
2020-11-21,1,ITEM_009,DAIRY,218.49,0
2020-11-22,1,ITEM_009,DAIRY,283.74,1
2020-11-23,1,ITEM_009,DAIRY,155.86,0
2020-11-24,1,ITEM_009,DAIRY,193.91,0
2020-11-25,1,ITEM_009,DAIRY,166.08,0
2020-11-26,1,ITEM_009,DAIRY,160.05,0
2020-11-27,1,ITEM_009,DAIRY,187.71,1
2020-11-28,1,ITEM_009,DAIRY,185.12,0
2020-11-29,1,ITEM_009,DAIRY,238.94,0
2020-11-30,1,ITEM_009,DAIRY,172.57,0
2020-12-01,1,ITEM_009,DAIRY,188.07,0
2020-12-02,1,ITEM_009,DAIRY,186.49,0
2020-12-03,1,ITEM_009,DAIRY,174.65,0
2020-12-04,1,ITEM_009,DAIRY,157.03,0
2020-12-05,1,ITEM_009,DAIRY,238.5,0
2020-12-06,1,ITEM_009,DAIRY,221.83,0
2020-12-07,1,ITEM_009,DAIRY,161.89,0
2020-12-08,1,ITEM_009,DAIRY,191.46,0
2020-12-09,1,ITEM_009,DAIRY,222.39,0
2020-12-10,1,ITEM_009,DAIRY,185.66,0
2020-12-11,1,ITEM_009,DAIRY,166.67,0
2020-12-12,1,ITEM_009,DAIRY,259.87,0
2020-12-13,1,ITEM_009,DAIRY,190.07,0
2020-12-14,1,ITEM_009,DAIRY,187.61,0
2020-12-15,1,ITEM_009,DAIRY,207.62,0
2020-12-16,1,ITEM_009,DAIRY,239.52,1
2020-12-17,1,ITEM_009,DAIRY,202.21,0
2020-12-18,1,ITEM_009,DAIRY,241.68,0
2020-12-19,1,ITEM_009,DAIRY,261.0,0
2020-12-20,1,ITEM_009,DAIRY,427.14,1
2020-12-21,1,ITEM_009,DAIRY,290.53,0
2020-12-22,1,ITEM_009,DAIRY,318.34,0
2020-12-23,1,ITEM_009,DAIRY,275.97,0
2020-12-24,1,ITEM_009,DAIRY,309.95,0
2020-12-25,1,ITEM_009,DAIRY,388.65,1
2020-12-26,1,ITEM_009,DAIRY,370.98,0
2020-12-27,1,ITEM_009,DAIRY,395.65,0
2020-12-28,1,ITEM_009,DAIRY,253.07,0
2020-12-29,1,ITEM_009,DAIRY,266.37,0
2020-12-30,1,ITEM_009,DAIRY,434.03,1
2020-12-31,1,ITEM_009,DAIRY,351.65,1
2017-01-01,1,ITEM_010,DAIRY,314.2,0
2017-01-02,1,ITEM_010,DAIRY,213.14,0
2017-01-03,1,ITEM_010,DAIRY,211.12,0
2017-01-04,1,ITEM_010,DAIRY,166.91,0
2017-01-05,1,ITEM_010,DAIRY,194.76,0
2017-01-06,1,ITEM_010,DAIRY,175.69,0
2017-01-07,1,ITEM_010,DAIRY,197.28,0
2017-01-08,1,ITEM_010,DAIRY,211.34,0
2017-01-09,1,ITEM_010,DAIRY,256.51,1
2017-01-10,1,ITEM_010,DAIRY,237.93,1
2017-01-11,1,ITEM_010,DAIRY,165.64,0
2017-01-12,1,ITEM_010,DAIRY,194.19,0
2017-01-13,1,ITEM_010,DAIRY,201.8,0
2017-01-14,1,ITEM_010,DAIRY,249.72,1
2017-01-15,1,ITEM_010,DAIRY,212.49,0
2017-01-16,1,ITEM_010,DAIRY,163.11,0
2017-01-17,1,ITEM_010,DAIRY,171.96,0
2017-01-18,1,ITEM_010,DAIRY,214.08,0
2017-01-19,1,ITEM_010,DAIRY,225.46,0
2017-01-20,1,ITEM_010,DAIRY,180.58,0
2017-01-21,1,ITEM_010,DAIRY,266.09,0
2017-01-22,1,ITEM_010,DAIRY,299.8,0
2017-01-23,1,ITEM_010,DAIRY,165.25,0
2017-01-24,1,ITEM_010,DAIRY,180.58,0
2017-01-25,1,ITEM_010,DAIRY,186.8,0
2017-01-26,1,ITEM_010,DAIRY,251.39,1
2017-01-27,1,ITEM_010,DAIRY,195.14,0
2017-01-28,1,ITEM_010,DAIRY,316.08,0
2017-01-29,1,ITEM_010,DAIRY,276.75,0
2017-01-30,1,ITEM_010,DAIRY,241.81,1
2017-01-31,1,ITEM_010,DAIRY,207.77,0
2017-02-01,1,ITEM_010,DAIRY,186.46,0
2017-02-02,1,ITEM_010,DAIRY,194.9,0
2017-02-03,1,ITEM_010,DAIRY,208.42,0
2017-02-04,1,ITEM_010,DAIRY,342.56,1
2017-02-05,1,ITEM_010,DAIRY,260.57,1
2017-02-06,1,ITEM_010,DAIRY,210.98,0
2017-02-07,1,ITEM_010,DAIRY,201.22,0
2017-02-08,1,ITEM_010,DAIRY,169.44,0
2017-02-09,1,ITEM_010,DAIRY,212.88,0
2017-02-10,1,ITEM_010,DAIRY,200.45,0
2017-02-11,1,ITEM_010,DAIRY,256.75,0
2017-02-12,1,ITEM_010,DAIRY,267.57,0
2017-02-13,1,ITEM_010,DAIRY,235.35,1
2017-02-14,1,ITEM_010,DAIRY,193.74,0
2017-02-15,1,ITEM_010,DAIRY,192.09,0
2017-02-16,1,ITEM_010,DAIRY,199.57,0
2017-02-17,1,ITEM_010,DAIRY,210.93,0
2017-02-18,1,ITEM_010,DAIRY,315.74,0
2017-02-19,1,ITEM_010,DAIRY,247.8,0
2017-02-20,1,ITEM_010,DAIRY,189.22,0
2017-02-21,1,ITEM_010,DAIRY,211.06,0
2017-02-22,1,ITEM_010,DAIRY,266.46,1
2017-02-23,1,ITEM_010,DAIRY,180.73,0
2017-02-24,1,ITEM_010,DAIRY,239.02,0
2017-02-25,1,ITEM_010,DAIRY,289.29,0
2017-02-26,1,ITEM_010,DAIRY,304.32,1
2017-02-27,1,ITEM_010,DAIRY,228.21,0
2017-02-28,1,ITEM_010,DAIRY,209.44,0
2017-03-01,1,ITEM_010,DAIRY,239.85,0
2017-03-02,1,ITEM_010,DAIRY,277.32,1
2017-03-03,1,ITEM_010,DAIRY,216.59,0
2017-03-04,1,ITEM_010,DAIRY,299.43,0
2017-03-05,1,ITEM_010,DAIRY,244.09,0
2017-03-06,1,ITEM_010,DAIRY,199.24,0
2017-03-07,1,ITEM_010,DAIRY,215.84,0
2017-03-08,1,ITEM_010,DAIRY,226.59,0
2017-03-09,1,ITEM_010,DAIRY,243.49,0
2017-03-10,1,ITEM_010,DAIRY,246.81,0
2017-03-11,1,ITEM_010,DAIRY,313.7,1
2017-03-12,1,ITEM_010,DAIRY,264.17,0
2017-03-13,1,ITEM_010,DAIRY,210.54,0
2017-03-14,1,ITEM_010,DAIRY,181.51,0
2017-03-15,1,ITEM_010,DAIRY,242.45,0
2017-03-16,1,ITEM_010,DAIRY,209.68,0
2017-03-17,1,ITEM_010,DAIRY,210.55,0
2017-03-18,1,ITEM_010,DAIRY,274.67,0
2017-03-19,1,ITEM_010,DAIRY,279.24,0
2017-03-20,1,ITEM_010,DAIRY,242.15,1
2017-03-21,1,ITEM_010,DAIRY,249.31,1
2017-03-22,1,ITEM_010,DAIRY,215.38,0
2017-03-23,1,ITEM_010,DAIRY,319.51,1
2017-03-24,1,ITEM_010,DAIRY,230.51,0
2017-03-25,1,ITEM_010,DAIRY,374.86,1
2017-03-26,1,ITEM_010,DAIRY,309.6,0
2017-03-27,1,ITEM_010,DAIRY,230.85,0
2017-03-28,1,ITEM_010,DAIRY,265.27,0
2017-03-29,1,ITEM_010,DAIRY,271.86,1
2017-03-30,1,ITEM_010,DAIRY,305.54,1
2017-03-31,1,ITEM_010,DAIRY,223.46,0
2017-04-01,1,ITEM_010,DAIRY,298.37,1
2017-04-02,1,ITEM_010,DAIRY,296.71,0
2017-04-03,1,ITEM_010,DAIRY,262.81,1
2017-04-04,1,ITEM_010,DAIRY,244.49,0
2017-04-05,1,ITEM_010,DAIRY,240.18,0
2017-04-06,1,ITEM_010,DAIRY,233.9,0
2017-04-07,1,ITEM_010,DAIRY,212.08,0
2017-04-08,1,ITEM_010,DAIRY,300.57,0
2017-04-09,1,ITEM_010,DAIRY,383.83,1
2017-04-10,1,ITEM_010,DAIRY,189.95,0
2017-04-11,1,ITEM_010,DAIRY,210.26,0
2017-04-12,1,ITEM_010,DAIRY,189.94,0
2017-04-13,1,ITEM_010,DAIRY,204.34,0
2017-04-14,1,ITEM_010,DAIRY,284.57,1
2017-04-15,1,ITEM_010,DAIRY,356.1,1
2017-04-16,1,ITEM_010,DAIRY,317.77,1
2017-04-17,1,ITEM_010,DAIRY,210.1,0
2017-04-18,1,ITEM_010,DAIRY,186.16,0
2017-04-19,1,ITEM_010,DAIRY,258.64,0
2017-04-20,1,ITEM_010,DAIRY,251.55,0
2017-04-21,1,ITEM_010,DAIRY,250.87,0
2017-04-22,1,ITEM_010,DAIRY,236.7,0
2017-04-23,1,ITEM_010,DAIRY,350.3,1
2017-04-24,1,ITEM_010,DAIRY,184.39,0
2017-04-25,1,ITEM_010,DAIRY,324.56,1
2017-04-26,1,ITEM_010,DAIRY,239.4,0
2017-04-27,1,ITEM_010,DAIRY,238.03,0
2017-04-28,1,ITEM_010,DAIRY,208.69,0
2017-04-29,1,ITEM_010,DAIRY,293.77,0
